직무,자소서_개수,실무_키워드_15,인재상_키워드_10,추천_대기업_Top3,통합_키워드_25
재생 에너지 사업,4,"팀원, 의견, 프로젝트, 적극, 기업, 추구, 수업, 환경, 학생, 회의, 아이디어, 사회, 교환, 목표, 활동","소통, 창의, 열정, 협력, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털","SK브로드밴드(통신·미디어), CJ ENM(통신·미디어), 카카오(IT·전자)","팀원, 의견, 프로젝트, 적극, 기업, 추구, 수업, 환경, 학생, 회의, 아이디어, 사회, 교환, 목표, 활동, 소통, 창의, 열정, 협력, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털"
전기,5,"전력, 기사, 중요, 수업, 연구, 논문, 최적화, 석유, 화학, 업계, 개선, 공학, 최선, 이론, 어려움","공정, 도전, 신뢰, 디지털, 성장, 효율, 협력, 존중, 고객, 편의","롯데정보통신(IT·전자), 신세계I&C(IT·전자), LS아이앤디(IT·전자)","전력, 기사, 중요, 수업, 연구, 논문, 최적화, 석유, 화학, 업계, 개선, 공학, 최선, 이론, 어려움, 공정, 도전, 신뢰, 디지털, 성장, 효율, 협력, 존중, 고객, 편의"
전기구동부품 구매,5,"동아리, 업체, 운영, 관리, 신입, 부원, 제시, 적극, 활동, 부품, 목표, 살균, 박테리아, 원가, 납기","협력, 소통, 안정, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 삼성SDS(IT·전자)","동아리, 업체, 운영, 관리, 신입, 부원, 제시, 적극, 활동, 부품, 목표, 살균, 박테리아, 원가, 납기, 협력, 소통, 안정, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
전기설계,12,"조건, 교육, 전력, 시스템, 해석, 분석, 프로젝트, 결과, 논문, 회로, 실험, 이해, 흐름, 제어, 실제","안정, 공정, 책임, 신뢰, 도전, 성장, 디지털, 존중, 창의, 혁신","국민연금공단(공공기관), 삼성생명(금융·보험), KB생명보험(금융·보험)","조건, 교육, 전력, 시스템, 해석, 분석, 프로젝트, 결과, 논문, 회로, 실험, 이해, 흐름, 제어, 실제, 안정, 공정, 책임, 신뢰, 도전, 성장, 디지털, 존중, 창의, 혁신"
전동화 구매,3,"시장, 부품, 공급망, 자동차, 플랫폼, 확보, 관리, 동화, 일정, 최적화, 구조, 산업, 환경, 부족, 무명","안정, 공정, 협력, 신뢰, 혁신, 효율, 편의, 품질, 최고지향, 커뮤니티","국민연금공단(공공기관), 삼성생명(금융·보험), KB생명보험(금융·보험)","시장, 부품, 공급망, 자동차, 플랫폼, 확보, 관리, 동화, 일정, 최적화, 구조, 산업, 환경, 부족, 무명, 안정, 공정, 협력, 신뢰, 혁신, 효율, 편의, 품질, 최고지향, 커뮤니티"
전동화-생산기술,2,"분석, 배터리, 데이터, 불량, 동화, 관리, 그래프, 성능, 수율, 에너지, 밀도, 개선, 파이썬, 수업, 지식","공정, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","국민건강보험공단(공공기관), 국민연금공단(공공기관), 한국산업은행(금융·보험)","분석, 배터리, 데이터, 불량, 동화, 관리, 그래프, 성능, 수율, 에너지, 밀도, 개선, 파이썬, 수업, 지식, 공정, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
전동화-생산기술(남양연구소),4,"분석, 데이터, 불량, 배터리, 관리, 수율, 동화, 그래프, 성능, 코딩, 지식, 온도, 원인, 에너지, 밀도","공정, 효율, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","국민건강보험공단(공공기관), 국민연금공단(공공기관), 한국산업은행(금융·보험)","분석, 데이터, 불량, 배터리, 관리, 수율, 동화, 그래프, 성능, 코딩, 지식, 온도, 원인, 에너지, 밀도, 공정, 효율, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
전략/상품_중대형차종 상품기획,4,"시장, 기획, 분석, 상품, 동화, 기업, 주행, 조사, 개인화, 인턴, 니즈, 강점, 당시, 활동, 적극","고객, 디지털, 소통, 혁신, 성장, 서비스, 다양성, 편의, 품질, 최고지향","신한카드(금융·보험), 현대카드(금융·보험), 삼성카드(금융·보험)","시장, 기획, 분석, 상품, 동화, 기업, 주행, 조사, 개인화, 인턴, 니즈, 강점, 당시, 활동, 적극, 고객, 디지털, 소통, 혁신, 성장, 서비스, 다양성, 편의, 품질, 최고지향"
전력사업,4,"결과, 시장, 분석, 프로젝트, 부분, 연구, 학년, 제품, 대회, 미래, 목표, 아이디어, 개발, 센서, 상황","소통, 도전, 성장, 효율, 협력, 창의, 패기, 고객, 편의, 품질","SK브로드밴드(통신·미디어), SK텔레콤(통신·미디어), LG유플러스(통신·미디어)","결과, 시장, 분석, 프로젝트, 부분, 연구, 학년, 제품, 대회, 미래, 목표, 아이디어, 개발, 센서, 상황, 소통, 도전, 성장, 효율, 협력, 창의, 패기, 고객, 편의, 품질"
전자제어영업,5,"제어, 지식, 전자, 공부, 기간, 사고, 동안, 프로젝트, 원가, 전공, 통합, 문제, 관리, 운전, 비용","공정, 인재, 도전, 협력, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티","국민건강보험공단(공공기관), 국민연금공단(공공기관), 한국산업은행(금융·보험)","제어, 지식, 전자, 공부, 기간, 사고, 동안, 프로젝트, 원가, 전공, 통합, 문제, 관리, 운전, 비용, 공정, 인재, 도전, 협력, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티"
전장BU,4,"작업, 문제, 라인, 동료, 모빌리티, 협업, 전체, 공장, 불량, 속도, 개선, 자세, 불편, 전장, 진천","공정, 안정, 효율, 협력, 소통, 인재, 성장, 신뢰, 혁신, 도전","국민연금공단(공공기관), 국민건강보험공단(공공기관), 한국산업은행(금융·보험)","작업, 문제, 라인, 동료, 모빌리티, 협업, 전체, 공장, 불량, 속도, 개선, 자세, 불편, 전장, 진천, 공정, 안정, 효율, 협력, 소통, 인재, 성장, 신뢰, 혁신, 도전"
전장BU (연구직)_IVI HW 시스템 설계,3,"회로, 제어, 시스템, 문제, 구조, 단계, 전력, 프로젝트, 데이터, 전자, 차량, 전류, 분석, 해결, 역할","안정, 효율, 성장, 신뢰, 소통, 책임, 편의, 품질, 최고지향, 커뮤니티","삼성생명(금융·보험), KB생명보험(금융·보험), 신한생명(금융·보험)","회로, 제어, 시스템, 문제, 구조, 단계, 전력, 프로젝트, 데이터, 전자, 차량, 전류, 분석, 해결, 역할, 안정, 효율, 성장, 신뢰, 소통, 책임, 편의, 품질, 최고지향, 커뮤니티"
전장BU (연구직)_디스플레이 기구설계,3,"조건, 구조, 특성, 디스플레이, 문제, 이해, 목표, 기구, 연구, 정리, 실험, 결과, 팀원, 성능, 영향","공정, 신뢰, 안정, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 열정","국민연금공단(공공기관), 국민건강보험공단(공공기관), 한국산업은행(금융·보험)","조건, 구조, 특성, 디스플레이, 문제, 이해, 목표, 기구, 연구, 정리, 실험, 결과, 팀원, 성능, 영향, 공정, 신뢰, 안정, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 열정"
전장BU_SW/로직_BCU 시스템 개발,3,"데이터, 시스템, 분석, 로직, 로그, 결과, 오류, 구조, 발생, 기준, 개발, 차량, 역할, 목표, 분류","안정, 효율, 협력, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","삼성생명(금융·보험), KB생명보험(금융·보험), 신한생명(금융·보험)","데이터, 시스템, 분석, 로직, 로그, 결과, 오류, 구조, 발생, 기준, 개발, 차량, 역할, 목표, 분류, 안정, 효율, 협력, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
정보보안,4,"보안, 취약점, 선박, 사이버, 강화, 교육, 대회, 장비, 경쟁력, 현대그룹, 우수, 발굴, 성과, 관리, 현대","소통, 열정, 협력, 인재, 성장, 서비스, 효율, 편의, 품질, 최고지향","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), CJ ENM(통신·미디어)","보안, 취약점, 선박, 사이버, 강화, 교육, 대회, 장비, 경쟁력, 현대그룹, 우수, 발굴, 성과, 관리, 현대, 소통, 열정, 협력, 인재, 성장, 서비스, 효율, 편의, 품질, 최고지향"
정보보호,3,"보안, 취약점, 프로젝트, 금융, 교육, 문제, 팀원, 활동, 성공, 개선, 성과, 해결, 구현, 사기, 강화","소통, 고객, 효율, 인재, 서비스, 신뢰, 혁신, 편의, 품질, 최고지향","LG유플러스(통신·미디어), LG헬로비전(통신·미디어), 신한카드(금융·보험)","보안, 취약점, 프로젝트, 금융, 교육, 문제, 팀원, 활동, 성공, 개선, 성과, 해결, 구현, 사기, 강화, 소통, 고객, 효율, 인재, 서비스, 신뢰, 혁신, 편의, 품질, 최고지향"
제작직(Art),3,"보안, 크리에이티브, 브랜드, 소비자, 협업, 광고, 전략, 핵심, 디렉터, 기획, 순간, 이야기, 사이버, 개인, 질문","성장, 창의, 과학, 소통, 신뢰, 투명, 혁신, 편의, 품질, 최고지향","LG유플러스(통신·미디어), 삼성SDS(IT·전자), SK텔레콤(통신·미디어)","보안, 크리에이티브, 브랜드, 소비자, 협업, 광고, 전략, 핵심, 디렉터, 기획, 순간, 이야기, 사이버, 개인, 질문, 성장, 창의, 과학, 소통, 신뢰, 투명, 혁신, 편의, 품질, 최고지향"
제조 - 양산기술,4,"현장, 데이터, 이상, 양산, 확인, 목표, 조건, 충전, 반복, 불량, 개선, 연결, 기준, 취출, 장치","공정, 안정, 도전, 편의, 소통, 혁신, 품질, 최고지향, 커뮤니티, 디지털","국민연금공단(공공기관), 국민건강보험공단(공공기관), 한국산업은행(금융·보험)","현장, 데이터, 이상, 양산, 확인, 목표, 조건, 충전, 반복, 불량, 개선, 연결, 기준, 취출, 장치, 공정, 안정, 도전, 편의, 소통, 혁신, 품질, 최고지향, 커뮤니티, 디지털"
제조&기술담당_반도체공정기술,4,"해결, 문제, 반도체, 제작, 장비, 제조, 협업, 비용, 전극, 높이, 성능, 분석, 인원, 접합, 촉매","공정, 도전, 성장, 서비스, 혁신, 효율, 소통, 편의, 품질, 최고지향","한국산업은행(금융·보험), 국민건강보험공단(공공기관), 국민연금공단(공공기관)","해결, 문제, 반도체, 제작, 장비, 제조, 협업, 비용, 전극, 높이, 성능, 분석, 인원, 접합, 촉매, 공정, 도전, 성장, 서비스, 혁신, 효율, 소통, 편의, 품질, 최고지향"
제조-양산관리,4,"제조, 데이터, 문제, 현장, 이해, 전체, 이상, 흐름, 로봇, 신호, 모델, 기준, 주행, 팀원, 기록","공정, 도전, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","국민건강보험공단(공공기관), 국민연금공단(공공기관), 한국산업은행(금융·보험)","제조, 데이터, 문제, 현장, 이해, 전체, 이상, 흐름, 로봇, 신호, 모델, 기준, 주행, 팀원, 기록, 공정, 도전, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
제조/생산기술_생산/자재관리,4,"해결, 데이터, 전공, 공부, 컴퓨터, 제조, 발생, 프로젝트, 이상, 감지, 기준, 일정, 마에스트로, 문제, 방법","효율, 공정, 창의, 도전, 혁신, 열정, 인재, 과학, 소통, 편의","현대글로비스(항공·물류), 이마트(유통·서비스), 제일기획(유통·서비스)","해결, 데이터, 전공, 공부, 컴퓨터, 제조, 발생, 프로젝트, 이상, 감지, 기준, 일정, 마에스트로, 문제, 방법, 효율, 공정, 창의, 도전, 혁신, 열정, 인재, 과학, 소통, 편의"
제조솔루션_생산기술(신차개발-광명/화성),3,"스마트, 개발, 팩토리, 수확, 로봇, 과제, 데이터, 연구, 비전, 사용, 시스템, 알고리즘, 지식, 발전, 분석","성장, 안정, 열정, 공정, 혁신, 편의, 품질, 최고지향, 커뮤니티, 디지털","삼성생명(금융·보험), SK바이오팜(제약·바이오), 한화갤러리아(유통·서비스)","스마트, 개발, 팩토리, 수확, 로봇, 과제, 데이터, 연구, 비전, 사용, 시스템, 알고리즘, 지식, 발전, 분석, 성장, 안정, 열정, 공정, 혁신, 편의, 품질, 최고지향, 커뮤니티, 디지털"
"제조지원 (생산관리, 칭량)",4,"관리, 출하, 원활, 문제, 대응, 활동, 전시회, 팀원, 결과, 미래, 제조, 원자재, 신속, 재고, 바이어","고객, 소통, 성장, 효율, 협력, 혁신, 열정, 도전, 존중, 서비스","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 지니뮤직(통신·미디어)","관리, 출하, 원활, 문제, 대응, 활동, 전시회, 팀원, 결과, 미래, 제조, 원자재, 신속, 재고, 바이어, 고객, 소통, 성장, 효율, 협력, 혁신, 열정, 도전, 존중, 서비스"
"제품설계(북미향(UL, ANSI) 수배전반 수주 Project 구조 설계)",4,"현지, 프로젝트, 결과, 탑승, 해외, 주민, 해결, 전력, 발전, 직무명, 필요, 반영, 성실, 성향, 정확","고객, 인재, 소통, 성장, 안정, 협력, 서비스, 편의, 품질, 최고지향","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 교보생명(금융·보험)","현지, 프로젝트, 결과, 탑승, 해외, 주민, 해결, 전력, 발전, 직무명, 필요, 반영, 성실, 성향, 정확, 고객, 인재, 소통, 성장, 안정, 협력, 서비스, 편의, 품질, 최고지향"
제품시험(건설기계),6,"이해, 문제, 제품, 목표, 불량, 운영, 건설, 기계, 산업, 현대, 건설기계, 협업, 굴착기, 해결, 프로젝트","성장, 공정, 신뢰, 열정, 인재, 소통, 혁신, 편의, 품질, 최고지향","한국산업은행(금융·보험), SK바이오팜(제약·바이오), LG유플러스(통신·미디어)","이해, 문제, 제품, 목표, 불량, 운영, 건설, 기계, 산업, 현대, 건설기계, 협업, 굴착기, 해결, 프로젝트, 성장, 공정, 신뢰, 열정, 인재, 소통, 혁신, 편의, 품질, 최고지향"
조립(완성차 라인관리),4,"문제, 원인, 제품, 해결, 조립, 기구, 개선, 로봇, 취출, 제작, 불량, 발생, 고려, 분석, 현장","공정, 협력, 소통, 안정, 편의, 신뢰, 품질, 최고지향, 커뮤니티, 디지털","국민건강보험공단(공공기관), 국민연금공단(공공기관), LG헬로비전(통신·미디어)","문제, 원인, 제품, 해결, 조립, 기구, 개선, 로봇, 취출, 제작, 불량, 발생, 고려, 분석, 현장, 공정, 협력, 소통, 안정, 편의, 신뢰, 품질, 최고지향, 커뮤니티, 디지털"
종합통제,4,"리뷰, 이벤트, 여행, 데이터, 행복, 건강, 식당, 전국, 지금, 시간, 추가, 개국, 인연, 매력, 항공사","고객, 성장, 서비스, 열정, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","한화호텔앤드리조트(유통·서비스), 호텔신라(유통·서비스), 롯데호텔앤드리조트(유통·서비스)","리뷰, 이벤트, 여행, 데이터, 행복, 건강, 식당, 전국, 지금, 시간, 추가, 개국, 인연, 매력, 항공사, 고객, 성장, 서비스, 열정, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
주류영업,6,"근무, 대비, 매출, 문화, 의류, 매장, 해결, 결과, 사전, 변수, 사업, 단골, 전년, 주류, 유지","고객, 성장, 소통, 혁신, 서비스, 책임, 효율, 편의, 품질, 최고지향","SR(공공기관), SK텔레콤(통신·미디어), SK브로드밴드(통신·미디어)","근무, 대비, 매출, 문화, 의류, 매장, 해결, 결과, 사전, 변수, 사업, 단골, 전년, 주류, 유지, 고객, 성장, 소통, 혁신, 서비스, 책임, 효율, 편의, 품질, 최고지향"
주택영업,2,"부동산, 시장, 분석, 프로젝트, 임차인, 주택, 실무, 중요, 가격, 계약, 코로나, 수주, 관심, 수행, 연장","신뢰, 고객, 안정, 성장, 서비스, 책임, 편의, 품질, 최고지향, 커뮤니티","삼성생명(금융·보험), KB생명보험(금융·보험), 신한생명(금융·보험)","부동산, 시장, 분석, 프로젝트, 임차인, 주택, 실무, 중요, 가격, 계약, 코로나, 수주, 관심, 수행, 연장, 신뢰, 고객, 안정, 성장, 서비스, 책임, 편의, 품질, 최고지향, 커뮤니티"
